distance,x,y,value
5.212424849699399232e+01,4.000000000000000000e+01,5.212424849699399232e+01,9.784735812133078525e-01
5.230460921843688027e+01,4.000000000000000000e+01,5.230460921843688027e+01,9.784735812133078525e-01
5.248496993987976111e+01,4.000000000000000000e+01,5.248496993987976111e+01,9.784735812133079635e-01
5.266533066132264906e+01,4.000000000000000000e+01,5.266533066132264906e+01,9.784735812133078525e-01
5.284569138276553701e+01,4.000000000000000000e+01,5.284569138276553701e+01,9.784735812133079635e-01
5.302605210420841786e+01,4.000000000000000000e+01,5.302605210420841786e+01,9.784735812133079635e-01
5.320641282565130581e+01,4.000000000000000000e+01,5.320641282565130581e+01,9.784735812133078525e-01
5.338677354709419376e+01,4.000000000000000000e+01,5.338677354709419376e+01,9.784735812133078525e-01
5.356713426853708171e+01,4.000000000000000000e+01,5.356713426853708171e+01,9.784735812133078525e-01
5.374749498997996255e+01,4.000000000000000000e+01,5.374749498997996255e+01,9.784735812133078525e-01
5.392785571142285050e+01,4.000000000000000000e+01,5.392785571142285050e+01,9.784735812133078525e-01
5.410821643286573845e+01,4.000000000000000000e+01,5.410821643286573845e+01,9.784735812133078525e-01
5.428857715430861930e+01,4.000000000000000000e+01,5.428857715430861930e+01,9.784735812133078525e-01
5.446893787575150725e+01,4.000000000000000000e+01,5.446893787575150725e+01,9.784735812133078525e-01
5.464929859719439520e+01,4.000000000000000000e+01,5.464929859719439520e+01,9.784735812133078525e-01
5.482965931863727604e+01,4.000000000000000000e+01,5.482965931863727604e+01,9.784735812133077415e-01
5.501002004008016399e+01,4.000000000000000000e+01,5.501002004008016399e+01,9.784735812133078525e-01
5.519038076152305194e+01,4.000000000000000000e+01,5.519038076152305194e+01,9.784735812133078525e-01
5.537074148296593279e+01,4.000000000000000000e+01,5.537074148296593279e+01,9.784735812133078525e-01
5.555110220440882074e+01,4.000000000000000000e+01,5.555110220440882074e+01,9.784735812133078525e-01
5.573146292585170869e+01,4.000000000000000000e+01,5.573146292585170869e+01,1.932240214283770907e+00
5.591182364729459664e+01,4.000000000000000000e+01,5.591182364729459664e+01,5.684558941758313111e+00
5.609218436873747748e+01,4.000000000000000000e+01,5.609218436873747748e+01,7.240704500978480951e+00
5.627254509018036543e+01,4.000000000000000000e+01,5.627254509018036543e+01,7.240704500978480951e+00
5.645290581162325338e+01,4.000000000000000000e+01,5.645290581162325338e+01,8.494353351190341073e+00
5.663326653306613423e+01,4.000000000000000000e+01,5.663326653306613423e+01,9.618610998905809950e+00
5.681362725450902218e+01,4.000000000000000000e+01,5.681362725450902218e+01,1.000166020233549702e+01
5.699398797595191013e+01,4.000000000000000000e+01,5.699398797595191013e+01,9.941448454639191468e+00
5.717434869739479097e+01,4.000000000000000000e+01,5.717434869739479097e+01,9.558399251209522163e+00
5.735470941883767892e+01,4.000000000000000000e+01,5.735470941883767892e+01,6.458788418323917035e+00
5.753507014028056687e+01,4.000000000000000000e+01,5.753507014028056687e+01,3.479182762132162932e+00
5.771543086172344772e+01,4.000000000000000000e+01,5.771543086172344772e+01,1.728100689310800187e+00
5.789579158316633567e+01,4.000000000000000000e+01,5.789579158316633567e+01,2.122993540897836429e+00
5.807615230460922362e+01,4.000000000000000000e+01,5.807615230460922362e+01,4.124230195550946831e+00
5.825651302605211157e+01,4.000000000000000000e+01,5.825651302605211157e+01,4.318330071754768795e+00
5.843687374749499241e+01,4.000000000000000000e+01,5.843687374749499241e+01,4.318330071754768795e+00
5.861723446893788037e+01,4.000000000000000000e+01,5.861723446893788037e+01,4.318330071754768795e+00
5.879759519038076832e+01,4.000000000000000000e+01,5.879759519038076832e+01,5.308072112914733687e+00
5.897795591182364916e+01,4.000000000000000000e+01,5.897795591182364916e+01,7.059154185736096210e+00
5.915831663326653711e+01,4.000000000000000000e+01,5.915831663326653711e+01,1.009949448799752147e+01
5.933867735470942506e+01,4.000000000000000000e+01,5.933867735470942506e+01,1.267738346882944001e+01
5.951903807615230590e+01,4.000000000000000000e+01,5.951903807615230590e+01,1.317769263249270750e+01
5.969939879759519386e+01,4.000000000000000000e+01,5.969939879759519386e+01,1.290955034661632084e+01
5.987975951903808181e+01,4.000000000000000000e+01,5.987975951903808181e+01,1.203400931020558318e+01
6.006012024048096976e+01,4.000000000000000000e+01,6.006012024048096976e+01,1.277887804310520359e+01
6.024048096192385060e+01,4.000000000000000000e+01,6.024048096192385060e+01,1.455822277300851830e+01
6.042084168336673855e+01,4.000000000000000000e+01,6.042084168336673855e+01,1.927989050508075053e+01
6.060120240480962650e+01,4.000000000000000000e+01,6.060120240480962650e+01,2.252188656504149122e+01
6.078156312625250735e+01,4.000000000000000000e+01,6.078156312625250735e+01,2.456220987310567949e+01
6.096192384769539530e+01,4.000000000000000000e+01,6.096192384769539530e+01,2.747912001432746365e+01
6.114228456913828325e+01,4.000000000000000000e+01,6.114228456913828325e+01,3.010563854388495031e+01
6.132264529058116409e+01,4.000000000000000000e+01,6.132264529058116409e+01,3.123915149280950843e+01
6.150300601202405204e+01,4.000000000000000000e+01,6.150300601202405204e+01,3.350625582541471204e+01
6.168336673346693999e+01,4.000000000000000000e+01,6.168336673346693999e+01,3.671917873581485736e+01
6.186372745490982084e+01,4.000000000000000000e+01,6.186372745490982084e+01,4.769996614233026833e+01
6.204408817635270879e+01,4.000000000000000000e+01,6.204408817635270879e+01,5.980367780570930591e+01
6.222444889779559674e+01,4.000000000000000000e+01,6.222444889779559674e+01,7.200653100068380752e+01
6.240480961923848469e+01,4.000000000000000000e+01,6.240480961923848469e+01,8.226046352326324040e+01
6.258517034068136553e+01,4.000000000000000000e+01,6.258517034068136553e+01,9.084389261236088942e+01
6.276553106212425348e+01,4.000000000000000000e+01,6.276553106212425348e+01,9.364929467545664465e+01
6.294589178356714143e+01,4.000000000000000000e+01,6.294589178356714143e+01,9.553936313592618035e+01
6.312625250501002228e+01,4.000000000000000000e+01,6.312625250501002228e+01,9.723572389397187976e+01
6.330661322645291023e+01,4.000000000000000000e+01,6.330661322645291023e+01,9.797180793419846623e+01
6.348697394789579818e+01,4.000000000000000000e+01,6.348697394789579818e+01,9.786236530464712757e+01
6.366733466933867902e+01,4.000000000000000000e+01,6.366733466933867902e+01,9.754381561557558200e+01
6.384769539078156697e+01,4.000000000000000000e+01,6.384769539078156697e+01,9.587276313880204270e+01
6.402805611222444782e+01,4.000000000000000000e+01,6.402805611222444782e+01,8.871990556455415344e+01
6.420841683366734287e+01,4.000000000000000000e+01,6.420841683366734287e+01,8.212939904597195095e+01
6.438877755511022372e+01,4.000000000000000000e+01,6.438877755511022372e+01,7.604751577519039074e+01
6.456913827655310456e+01,4.000000000000000000e+01,6.456913827655310456e+01,7.351297506951283367e+01
6.474949899799599962e+01,4.000000000000000000e+01,6.474949899799599962e+01,7.123313816151532762e+01
6.492985971943888046e+01,4.000000000000000000e+01,6.492985971943888046e+01,6.747300210335876613e+01
6.511022044088177552e+01,4.000000000000000000e+01,6.511022044088177552e+01,6.664684881831502139e+01
6.529058116232465636e+01,4.000000000000000000e+01,6.529058116232465636e+01,6.854646017409896785e+01
6.547094188376753721e+01,4.000000000000000000e+01,6.547094188376753721e+01,7.065857742883019910e+01
6.565130260521043226e+01,4.000000000000000000e+01,6.565130260521043226e+01,7.280269606401327565e+01
6.583166332665331311e+01,4.000000000000000000e+01,6.583166332665331311e+01,7.492119267889981415e+01
6.601202404809619395e+01,4.000000000000000000e+01,6.601202404809619395e+01,7.658366962234966024e+01
6.619238476953908901e+01,4.000000000000000000e+01,6.619238476953908901e+01,7.781099053946121558e+01
6.637274549098196985e+01,4.000000000000000000e+01,6.637274549098196985e+01,7.702222448811517097e+01
6.655310621242485070e+01,4.000000000000000000e+01,6.655310621242485070e+01,7.520214597492443431e+01
6.673346693386774575e+01,4.000000000000000000e+01,6.673346693386774575e+01,7.026941031443176655e+01
6.691382765531062660e+01,4.000000000000000000e+01,6.691382765531062660e+01,6.556170396892945007e+01
6.709418837675350744e+01,4.000000000000000000e+01,6.709418837675350744e+01,6.107455615732453680e+01
6.727454909819640250e+01,4.000000000000000000e+01,6.727454909819640250e+01,5.484223502451708043e+01
6.745490981963928334e+01,4.000000000000000000e+01,6.745490981963928334e+01,4.718023130409505228e+01
6.763527054108216419e+01,4.000000000000000000e+01,6.763527054108216419e+01,3.410183707271068698e+01
6.781563126252505924e+01,4.000000000000000000e+01,6.781563126252505924e+01,2.223107663467819251e+01
6.799599198396794009e+01,4.000000000000000000e+01,6.799599198396794009e+01,1.157605491478709681e+01
6.817635270541082093e+01,4.000000000000000000e+01,6.817635270541082093e+01,8.507242796094551807e+00
6.835671342685371599e+01,4.000000000000000000e+01,6.835671342685371599e+01,6.919435740365293519e+00
6.853707414829659683e+01,4.000000000000000000e+01,6.853707414829659683e+01,4.918199085712215535e+00
6.871743486973947768e+01,4.000000000000000000e+01,6.871743486973947768e+01,3.900848010437019564e+00
6.889779559118237273e+01,4.000000000000000000e+01,6.889779559118237273e+01,3.900848010437020008e+00
6.907815631262525358e+01,4.000000000000000000e+01,6.907815631262525358e+01,4.106660810204884271e+00
6.925851703406814863e+01,4.000000000000000000e+01,6.925851703406814863e+01,4.010447509500412622e+00
6.943887775551102948e+01,4.000000000000000000e+01,6.943887775551102948e+01,2.009210854847333749e+00
6.961923847695391032e+01,4.000000000000000000e+01,6.961923847695391032e+01,9.784735812133077415e-01
6.979959919839680538e+01,4.000000000000000000e+01,6.979959919839680538e+01,9.784735812133078525e-01
6.997995991983968622e+01,4.000000000000000000e+01,6.997995991983968622e+01,9.784735812133078525e-01
7.016032064128256707e+01,4.000000000000000000e+01,7.016032064128256707e+01,9.784735812133078525e-01
7.034068136272546212e+01,4.000000000000000000e+01,7.034068136272546212e+01,9.784735812133078525e-01
7.052104208416834297e+01,4.000000000000000000e+01,7.052104208416834297e+01,9.784735812133078525e-01
7.070140280561122381e+01,4.000000000000000000e+01,7.070140280561122381e+01,9.784735812133078525e-01
7.088176352705411887e+01,4.000000000000000000e+01,7.088176352705411887e+01,9.784735812133078525e-01
7.106212424849699971e+01,4.000000000000000000e+01,7.106212424849699971e+01,9.784735812133077415e-01
7.124248496993988056e+01,4.000000000000000000e+01,7.124248496993988056e+01,9.784735812133078525e-01
7.142284569138277561e+01,4.000000000000000000e+01,7.142284569138277561e+01,9.784735812133078525e-01
7.160320641282565646e+01,4.000000000000000000e+01,7.160320641282565646e+01,9.784735812133078525e-01
7.178356713426853730e+01,4.000000000000000000e+01,7.178356713426853730e+01,9.784735812133077415e-01
7.196392785571143236e+01,4.000000000000000000e+01,7.196392785571143236e+01,9.784735812133078525e-01
7.214428857715431320e+01,4.000000000000000000e+01,7.214428857715431320e+01,9.784735812133078525e-01
7.232464929859719405e+01,4.000000000000000000e+01,7.232464929859719405e+01,9.784735812133078525e-01
7.250501002004008910e+01,4.000000000000000000e+01,7.250501002004008910e+01,9.784735812133078525e-01
7.268537074148296995e+01,4.000000000000000000e+01,7.268537074148296995e+01,9.784735812133078525e-01
7.286573146292585079e+01,4.000000000000000000e+01,7.286573146292585079e+01,9.784735812133078525e-01
7.304609218436874585e+01,4.000000000000000000e+01,7.304609218436874585e+01,9.784735812133078525e-01
7.322645290581162669e+01,4.000000000000000000e+01,7.322645290581162669e+01,9.784735812133078525e-01
7.340681362725450754e+01,4.000000000000000000e+01,7.340681362725450754e+01,9.784735812133078525e-01
7.358717434869740259e+01,4.000000000000000000e+01,7.358717434869740259e+01,9.784735812133078525e-01
7.376753507014028344e+01,4.000000000000000000e+01,7.376753507014028344e+01,1.430257775825596767e+00
7.394789579158317849e+01,4.000000000000000000e+01,7.394789579158317849e+01,5.182576503300375670e+00
7.412825651302605934e+01,4.000000000000000000e+01,7.412825651302605934e+01,8.003090329386820301e+00
7.430861723446894018e+01,4.000000000000000000e+01,7.430861723446894018e+01,9.691633756750270834e+00
7.448897795591183524e+01,4.000000000000000000e+01,7.448897795591183524e+01,8.737239645631744267e+00
7.466933867735471608e+01,4.000000000000000000e+01,7.466933867735471608e+01,7.013139128877422301e+00
7.484969939879759693e+01,4.000000000000000000e+01,7.484969939879759693e+01,5.011902474224342541e+00
7.503006012024049198e+01,4.000000000000000000e+01,7.503006012024049198e+01,3.121938593429399056e+00
7.521042084168337283e+01,4.000000000000000000e+01,7.521042084168337283e+01,1.370856520608077389e+00
7.539078156312625367e+01,4.000000000000000000e+01,7.539078156312625367e+01,9.784735812133078525e-01
7.557114228456914873e+01,4.000000000000000000e+01,7.557114228456914873e+01,9.784735812133077415e-01
7.575150300601202957e+01,4.000000000000000000e+01,7.575150300601202957e+01,9.784735812133078525e-01
7.593186372745491042e+01,4.000000000000000000e+01,7.593186372745491042e+01,9.784735812133079635e-01
7.611222444889780547e+01,4.000000000000000000e+01,7.611222444889780547e+01,9.784735812133078525e-01
7.629258517034068632e+01,4.000000000000000000e+01,7.629258517034068632e+01,9.784735812133078525e-01
7.647294589178356716e+01,4.000000000000000000e+01,7.647294589178356716e+01,9.784735812133078525e-01
7.665330661322646222e+01,4.000000000000000000e+01,7.665330661322646222e+01,9.784735812133078525e-01
7.683366733466934306e+01,4.000000000000000000e+01,7.683366733466934306e+01,9.784735812133078525e-01
7.701402805611222391e+01,4.000000000000000000e+01,7.701402805611222391e+01,9.784735812133078525e-01
7.719438877755511896e+01,4.000000000000000000e+01,7.719438877755511896e+01,9.784735812133079635e-01
7.737474949899799981e+01,4.000000000000000000e+01,7.737474949899799981e+01,9.784735812133078525e-01
7.755511022044088065e+01,4.000000000000000000e+01,7.755511022044088065e+01,9.784735812133078525e-01
7.773547094188377571e+01,4.000000000000000000e+01,7.773547094188377571e+01,9.784735812133078525e-01
7.791583166332665655e+01,4.000000000000000000e+01,7.791583166332665655e+01,9.784735812133078525e-01
7.809619238476955161e+01,4.000000000000000000e+01,7.809619238476955161e+01,9.784735812133078525e-01
7.827655310621243245e+01,4.000000000000000000e+01,7.827655310621243245e+01,9.784735812133078525e-01
7.845691382765531330e+01,4.000000000000000000e+01,7.845691382765531330e+01,9.784735812133078525e-01
7.863727454909820835e+01,4.000000000000000000e+01,7.863727454909820835e+01,9.784735812133077415e-01
7.881763527054108920e+01,4.000000000000000000e+01,7.881763527054108920e+01,9.784735812133078525e-01
7.899799599198397004e+01,4.000000000000000000e+01,7.899799599198397004e+01,9.784735812133078525e-01
7.917835671342686510e+01,4.000000000000000000e+01,7.917835671342686510e+01,9.784735812133079635e-01
7.935871743486974594e+01,4.000000000000000000e+01,7.935871743486974594e+01,9.784735812133078525e-01
7.953907815631262679e+01,4.000000000000000000e+01,7.953907815631262679e+01,9.784735812133078525e-01
7.971943887775552184e+01,4.000000000000000000e+01,7.971943887775552184e+01,9.784735812133078525e-01
7.989979959919840269e+01,4.000000000000000000e+01,7.989979959919840269e+01,9.784735812133078525e-01
8.008016032064128353e+01,4.000000000000000000e+01,8.008016032064128353e+01,9.784735812133078525e-01
8.026052104208417859e+01,4.000000000000000000e+01,8.026052104208417859e+01,9.784735812133078525e-01
8.044088176352705943e+01,4.000000000000000000e+01,8.044088176352705943e+01,9.784735812133078525e-01
8.062124248496994028e+01,4.000000000000000000e+01,8.062124248496994028e+01,9.784735812133078525e-01
8.080160320641283533e+01,4.000000000000000000e+01,8.080160320641283533e+01,9.784735812133077415e-01
8.098196392785571618e+01,4.000000000000000000e+01,8.098196392785571618e+01,9.784735812133078525e-01
8.116232464929859702e+01,4.000000000000000000e+01,8.116232464929859702e+01,9.784735812133078525e-01
8.134268537074149208e+01,4.000000000000000000e+01,8.134268537074149208e+01,9.784735812133078525e-01
8.152304609218437292e+01,4.000000000000000000e+01,8.152304609218437292e+01,9.784735812133078525e-01
8.170340681362725377e+01,4.000000000000000000e+01,8.170340681362725377e+01,9.784735812133077415e-01
8.188376753507014882e+01,4.000000000000000000e+01,8.188376753507014882e+01,9.784735812133077415e-01
8.206412825651302967e+01,4.000000000000000000e+01,8.206412825651302967e+01,9.784735812133078525e-01
8.224448897795592472e+01,4.000000000000000000e+01,8.224448897795592472e+01,9.784735812133079635e-01
8.242484969939880557e+01,4.000000000000000000e+01,8.242484969939880557e+01,9.784735812133078525e-01
8.260521042084168641e+01,4.000000000000000000e+01,8.260521042084168641e+01,9.784735812133078525e-01
8.278557114228458147e+01,4.000000000000000000e+01,8.278557114228458147e+01,9.784735812133080746e-01
8.296593186372746231e+01,4.000000000000000000e+01,8.296593186372746231e+01,9.784735812133078525e-01
8.314629258517034316e+01,4.000000000000000000e+01,8.314629258517034316e+01,9.784735812133078525e-01
8.332665330661323821e+01,4.000000000000000000e+01,8.332665330661323821e+01,9.784735812133077415e-01
8.350701402805611906e+01,4.000000000000000000e+01,8.350701402805611906e+01,9.784735812133078525e-01
8.368737474949899990e+01,4.000000000000000000e+01,8.368737474949899990e+01,9.784735812133078525e-01
8.386773547094189496e+01,4.000000000000000000e+01,8.386773547094189496e+01,9.784735812133078525e-01
8.404809619238477580e+01,4.000000000000000000e+01,8.404809619238477580e+01,9.784735812133078525e-01
8.422845691382765665e+01,4.000000000000000000e+01,8.422845691382765665e+01,9.784735812133078525e-01
8.440881763527055170e+01,4.000000000000000000e+01,8.440881763527055170e+01,9.784735812133078525e-01
8.458917835671343255e+01,4.000000000000000000e+01,8.458917835671343255e+01,1.048751122597440855e+00
8.476953907815631339e+01,4.000000000000000000e+01,8.476953907815631339e+01,2.799833195418845566e+00
8.494989979959920845e+01,4.000000000000000000e+01,8.494989979959920845e+01,4.794690489916606069e+00
8.513026052104208929e+01,4.000000000000000000e+01,8.513026052104208929e+01,7.202428340045921473e+00
8.531062124248497014e+01,4.000000000000000000e+01,8.531062124248497014e+01,9.363096708746754260e+00
8.549098196392786519e+01,4.000000000000000000e+01,8.549098196392786519e+01,1.120100605647025738e+01
8.567134268537074604e+01,4.000000000000000000e+01,8.567134268537074604e+01,6.737310236912081862e+00
8.585170340681362688e+01,4.000000000000000000e+01,8.585170340681362688e+01,3.262493676197796511e+00
8.603206412825652194e+01,4.000000000000000000e+01,8.603206412825652194e+01,1.511411603376336732e+00
8.621242484969940278e+01,4.000000000000000000e+01,8.621242484969940278e+01,9.784735812133077415e-01
8.639278557114229784e+01,4.000000000000000000e+01,8.639278557114229784e+01,9.784735812133078525e-01
8.657314629258517868e+01,4.000000000000000000e+01,8.657314629258517868e+01,9.784735812133078525e-01
8.675350701402805953e+01,4.000000000000000000e+01,8.675350701402805953e+01,9.784735812133078525e-01
8.693386773547095459e+01,4.000000000000000000e+01,8.693386773547095459e+01,9.784735812133078525e-01
8.711422845691383543e+01,4.000000000000000000e+01,8.711422845691383543e+01,2.184904708307682242e+00
8.729458917835671627e+01,4.000000000000000000e+01,8.729458917835671627e+01,3.900848010437020452e+00
8.747494989979961133e+01,4.000000000000000000e+01,8.747494989979961133e+01,3.900848010437020008e+00
8.765531062124249218e+01,4.000000000000000000e+01,8.765531062124249218e+01,3.285919523325856684e+00
8.783567134268537302e+01,4.000000000000000000e+01,8.783567134268537302e+01,1.534837450504452194e+00
8.801603206412826808e+01,4.000000000000000000e+01,8.801603206412826808e+01,2.173191784743706112e+00
8.819639278557114892e+01,4.000000000000000000e+01,8.819639278557114892e+01,3.900848010437019564e+00
8.837675350701402976e+01,4.000000000000000000e+01,8.837675350701402976e+01,3.900848010437020008e+00
8.855711422845692482e+01,4.000000000000000000e+01,8.855711422845692482e+01,3.297632446889832369e+00
8.873747494989980567e+01,4.000000000000000000e+01,8.873747494989980567e+01,1.546550374068428546e+00
8.891783567134268651e+01,4.000000000000000000e+01,8.891783567134268651e+01,6.615971669366245145e-01
8.909819639278558157e+01,4.000000000000000000e+01,8.909819639278558157e+01,1.949103686825731652e-01
8.927855711422846241e+01,4.000000000000000000e+01,8.927855711422846241e+01,7.765040844899603889e-02
8.945891783567134325e+01,4.000000000000000000e+01,8.945891783567134325e+01,0.000000000000000000e+00
8.963927855711423831e+01,4.000000000000000000e+01,8.963927855711423831e+01,0.000000000000000000e+00
8.981963927855711916e+01,4.000000000000000000e+01,8.981963927855711916e+01,0.000000000000000000e+00
9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00
